ENL_ID,MRR_ID,Country,site_name,lat,long,date_st,date_en,genus,species1,species2,species3,cohort,mos_origin,inoutrel,inoutrec,blood,sugar,age,mark_meth1,mark_meth2,release_meth,capture_meth1,capture_meth2,capture_meth3,releases_n,recaptures_n,time1,time2,trap_range,trap_range_shape,trap_number,release_sites_location,n_released_f,n_captured_f,n_recaptured_f,rratef,Pop1_f,Pop2_f,Pop3_f,Pop4_f,DPS1_f,DPS2_f,MDT_f,MnDT_f,MxDT_f,GC,disagg_d,MRR_notes
1513,383,Malaysia,Orang Asli resettlement area (Kuala Milot and Ulu Milot),4.314034,101.572466,01/10/1988 00:00,,Anopheles,24,,,Magenta/yellow,1,3,3,1,0,,1,,1,12,9,,1,8,1,9,200,asymmetric,10,eccentric,246,,22,0.08,,,,,0.761,0.71,,,,,1,Trap range is a rough guess from figure in paper
1520,748,United States of America,Poso West,35.296,-118.6833,01/09/1978 00:00,,Culex,6,,,N/A,2,2,2,0,0,,1,,2,34,,,1,10,1,10,400,symmetric,17,centric,1864,,64,0.03,,,,,,,83.4,,,,1,Exact dates not given; trap range/number taken from ENL 2135. MDT is for the 1st day.
1520,744,United States of America,Poso West,35.296,-118.6833,01/08/1978 00:00,,Culex,6,,,N/A,4,2,2,0,0,,1,,2,34,,,1,10,1,10,400,symmetric,13,centric,2452,,672,0.27,,,,,,,83.2,,,,1,Exact dates not given; trap range/number taken from ENL 2135. MDT is for the 1st day.
1520,747,United States of America,Poso West,35.296,-118.6833,01/09/1978 00:00,,Culex,6,,,N/A,4,2,2,0,0,,1,,2,34,,,1,10,1,10,400,symmetric,17,centric,3564,,1460,0.4,,,,,,,29.6,,,,1,Exact dates not given; trap range/number taken from ENL 2135. MDT is for the 1st day.
1520,746,United States of America,Poso West,35.296,-118.6833,01/08/1978 00:00,,Culex,6,,,N/A,1,2,2,0,0,,1,,2,34,,,1,10,1,10,400,symmetric,13,centric,895,,117,0.13,,,,,,,,,,,1,Exact dates not given; trap range/number taken from ENL 2135
1520,745,United States of America,Poso West,35.296,-118.6833,01/08/1978 00:00,,Culex,6,,,N/A,2,2,2,0,0,,1,,2,34,,,1,10,1,10,400,symmetric,13,centric,3414,,130,0.03,,,,,,,173.5,,,,1,Exact dates not given; trap range/number taken from ENL 2135. MDT is for the 1st day.
1520,749,United States of America,Poso West,35.296,-118.6833,01/09/1978 00:00,,Culex,6,,,N/A,1,2,2,0,0,,1,,2,34,,,1,10,1,10,400,symmetric,17,centric,815,,97,0.11,,,,,,,,,,,1,Exact dates not given; trap range/number taken from ENL 2135
1589,534,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/07/1990 00:00,,Culex,6,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,13331,,414,0.03,,,,,,,,,,,0,Exact dates not provided
1589,536,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/08/1990 00:00,,Culex,6,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,9882,,416,0.04,,,,,,,,,,,0,Exact dates not provided
1589,538,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/09/1990 00:00,,Culex,6,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,2459,,47,0.01,,,,,,,,,,,0,Exact dates not provided
1589,539,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/09/1990 00:00,,Culex,6,,,Release site R2,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,eccentric,80,,4,0.05,,,,,,,,,,,0,Exact dates not provided
1589,540,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/05/1990 00:00,,Culex,14,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,5614,,20,3.56E-03,,,,,,,,,,,0,Exact dates not provided
1589,541,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/06/1990 00:00,,Culex,14,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,1237,,13,0.01,,,,,,,,,,,0,Exact dates not provided
1589,542,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/06/1990 00:00,,Culex,14,,,Release site R2,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,eccentric,1011,,2,1.98E-03,,,,,,,,,,,0,Exact dates not provided
1589,543,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/07/1990 00:00,,Culex,14,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,1559,,36,0.02,,,,,,,,,,,0,Exact dates not provided
1589,544,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/07/1990 00:00,,Culex,14,,,Release site R2,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,eccentric,755,,13,0.01,,,,,,,,,,,0,Exact dates not provided
1589,545,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/08/1990 00:00,,Culex,14,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,143,,3,0.02,,,,,,,,,,,0,Exact dates not provided
1589,546,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/09/1990 00:00,,Culex,14,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,27112,,125,4.61E-03,,,,,,,,,,,0,Exact dates not provided
1589,548,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/09/1990 00:00,,Culex,14,,,Release site R3,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,eccentric,12361,,91,7.36E-03,,,,,,,,,,,0,Exact dates not provided
1589,535,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/07/1990 00:00,,Culex,6,,,Release site R2,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,eccentric,4617,,54,0.01,,,,,,,,,,,0,Exact dates not provided
1589,547,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/09/1990 00:00,,Culex,14,,,Release site R2,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,eccentric,6268,,37,5.90E-03,,,,,,,,,,,0,Exact dates not provided
1589,533,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/06/1990 00:00,,Culex,6,,,Release site R2,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,eccentric,3140,,72,0.02,,,,,,,,,,,0,Exact dates not provided
1589,532,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/06/1990 00:00,,Culex,6,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,5365,,102,0.01,,,,,,,,,,,0,Exact dates not provided
1589,531,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/05/1990 00:00,,Culex,6,,,Release site R1,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,centric,14050,,112,7.97E-03,,,,,,,,,,,0,Exact dates not provided
1589,537,United States of America,Kern River bed southwest of Bakersfield,35.144,-119.063,01/08/1990 00:00,,Culex,6,,,Release site R2,2,3,3,0,0,,1,,1,7,,,,,,,6000,symmetric,45,eccentric,2749,,123,0.04,,,,,,,,,,,0,Exact dates not provided
1617,783,Brazil,Tijuca Forest,-22.916667,-43.3,01/01/2005 00:00,,Aedes,4,,,N/A,4,2,2,1,0,,1,,1,1,,,,,1,34,1450,asymmetric,90,eccentric,671,176,41,0.06,,,,,,,,,,,1,"Rb marking was also used to obtain Rb marked eggs, but this was not allowed for here."
1617,24,Brazil,Tijuca Forest,-22.916667,-43.3,01/01/2004 00:00,,Aedes,4,,,N/A,4,2,2,1,0,,1,,1,19,,,,,1,34,1000,asymmetric,70,eccentric,1011,,11,0.01,,,,,,,,,,,1,"CDC backpack aspirator. Rb marking was also used to obtain Rb marked eggs, but this was not allowed for here."
1617,23,Brazil,Tijuca Forest,-22.916667,-43.3,01/09/2003 00:00,,Aedes,2,,,N/A,4,2,2,1,0,,1,,1,19,,,,,1,30,1000,asymmetric,70,eccentric,1195,,2,1.67E-03,,,,,,,,,,,1,"CDC backpack aspirator. Both recaptures at 0m from release point. Rb marking was also used to obtain Rb marked eggs, but this was not allowed for here."
1617,22,Brazil,Tijuca Forest,-22.916667,-43.3,01/04/2003 00:00,,Aedes,4,,,N/A,4,2,2,1,0,,1,,1,19,,,,,1,43,1000,asymmetric,70,eccentric,1007,,33,0.03,,,,,,,,,,,1,"CDC backpack aspirator. Rb marking was also used to obtain Rb marked eggs, but this was not allowed for here."
1622,334,Kenya,Mgandini,-3.933333,39.566667,12/10/1972 00:00,29/11/1972 00:00,Aedes,2,,,Experiment I,2,1,1,0,0,2,11,,2,12,,,23,23,1,46,250,asymmetric,20,eccentric,,,,,,,,,,,,,,,1,Not possible to differentiate between females and males marked and released
1622,335,Kenya,Mgandini,-3.933333,39.566667,20/05/1973 00:00,01/06/1973 00:00,Aedes,2,,,Experiment II (0 days old),4,1,1,0,0,0,11,,2,12,,,3,12,1,12,250,asymmetric,34,eccentric,120,,46,0.38,,,,,,,,,,,1,Data disaggregation by distance corresponds to all three cohorts of experiment II and are taken from ENL 2073.
1622,337,Kenya,Mgandini,-3.933333,39.566667,20/05/1973 00:00,01/06/1973 00:00,Aedes,2,,,Experiment II (4 days old),4,1,1,0,0,4,11,,2,12,,,3,12,1,12,250,asymmetric,34,eccentric,120,,46,0.38,,,,,,,,,,,0,
1622,336,Kenya,Mgandini,-3.933333,39.566667,20/05/1973 00:00,01/06/1973 00:00,Aedes,2,,,Experiment II (2 days old),4,1,1,0,0,2,11,,2,12,,,3,12,1,12,250,asymmetric,34,eccentric,120,,46,0.38,,,,,,,,,,,0,
1623,386,Sri Lanka,Angun Ara,6.402,81.247,01/01/1978 00:00,,Anopheles,7,,,N/A,1,1,1,1,0,,1,,1,13,,,8,7,1,7,500,asymmetric,4,eccentric,4108,,1078,0.26,,,,,,,,,,,1,Date not given; this is a guess. All houses were sprayed with malathion 2 months before the MRR study.
1640,249,Papua New Guinea,Buksak,-5.833333,146.116667,01/04/1986 00:00,15/05/1986 00:00,Anopheles,10,,,N/A,1,3,4,0,0,,1,,1,12,13,,4,11,1,11,,,,,686,13187,72,0.1,,,,,,,,,,2.9,0,Exact dates not given
1724,786,Sri Lanka,Kaddiyadampan,8.781,80.481,01/07/1980 00:00,,Anopheles,7,,,Orange-marked,1,1,1,1,0,,1,,2,9,,,1,5,1,5,1000,asymmetric,7,eccentric,219,,10,0.04,,,,,,,,,,,1,
1724,213,Sri Lanka,Kaddiyadampan,8.781,80.481,01/07/1980 00:00,,Anopheles,7,,,Magenta-marked,1,1,1,1,0,,1,,2,9,,,10,9,1,9,1000,asymmetric,7,eccentric,3075,,166,0.05,,,,,,,,,,,1,
1724,785,Sri Lanka,Kaddiyadampan,8.781,80.481,01/07/1980 00:00,,Anopheles,7,,,Yellow-marked,1,1,1,1,0,,1,,2,9,,,10,9,1,9,1000,asymmetric,7,eccentric,2189,,101,0.04,,,,,,,,,,,1,
1724,787,Sri Lanka,Kaddiyadampan,8.781,80.481,01/08/1980 00:00,,Anopheles,7,,,Magenta-marked,1,1,1,1,0,,1,,2,9,,,1,6,1,6,1000,asymmetric,7,eccentric,142,,15,0.1,,,,,,,,,,,1,
1724,788,Sri Lanka,Kaddiyadampan,8.781,80.481,01/08/1980 00:00,,Anopheles,7,,,Yellow-marked,1,1,1,1,0,,1,,2,9,,,1,5,1,5,1000,asymmetric,7,eccentric,151,,7,0.04,,,,,,,,,,,1,
1724,789,Sri Lanka,Kaddiyadampan,8.781,80.481,01/08/1980 00:00,,Anopheles,7,,,White-marked,1,1,1,1,0,,1,,2,9,,,1,4,1,4,1000,asymmetric,7,eccentric,223,,20,0.08,,,,,,,,,,,1,
1724,784,Sri Lanka,Kaddiyadampan,8.781,80.481,01/07/1980 00:00,,Anopheles,7,,,White-marked,1,1,1,1,0,,1,,2,9,,,1,7,1,7,1000,asymmetric,7,eccentric,243,,17,0.06,,,,,,,,,,,1,
1727,376,United Republic of Tanzania,Buguruni (Dar es Salaam),-6.816667,39.25,22/11/1970 00:00,,Aedes,2,,,Single MRR experiment III,1,2,2,0,0,,1,,1,12,,,1,1,2,2,50,,12,,488,,2,4.10E-03,4408,,,,,,,,,,0,A single recapture was made 36h after single release
1727,375,United Republic of Tanzania,Buguruni (Dar es Salaam),-6.816667,39.25,04/11/1970 00:00,,Aedes,2,,,Single MRR experiment II,1,2,2,0,0,,14,,1,12,,,1,1,2,2,50,,12,,275,,2,7.27E-03,6039,,,,,,,,,,0,A single recapture was made 36h after single release
1727,374,United Republic of Tanzania,Buguruni (Dar es Salaam),-6.816667,39.25,17/09/1970 00:00,,Aedes,2,,,Single MRR experiment I,1,2,2,0,0,,14,,1,12,,,1,1,2,2,50,,12,,391,,6,0.01,10981,,,,,,,,,,0,A single recapture was made 36h after single release
1727,262,United Republic of Tanzania,Buguruni (Dar es Salaam),-6.816667,39.25,04/06/1970 00:00,,Aedes,2,,,Multiple MRR experiment,1,2,2,1,0,,11,,1,12,,,11,22,1,23,50,,,,468,,63,0.13,,,,,0.656,,,,,,1,Pop2=Fisher & Ford method
1737,442,Mali,Banambani,12.8,-8.05,20/07/1998 00:00,,Anopheles,1,,,N/A,1,1,1,1,0,,1,,1,13,,,4,,1,,1000,asymmetric,41,eccentric,1205,,21,0.01,,79280,,,0.97,,,,,,0,"Assuming capture method same as ENL 96, cited; Pop2:  Fisher and Ford method. Specific dates not given so guessing from dates in ENL 96."
1737,440,Mali,Banambani,12.8,-8.05,20/07/1996 00:00,,Anopheles,1,,,N/A,1,1,1,1,0,,1,,1,13,,,4,,1,,1000,asymmetric,41,eccentric,1421,,44,0.03,,63006,,,0.92,,,,,,0,"Assuming capture method same as ENL 96, cited; Pop2:  Fisher and Ford method. Specific dates not given so guessing from dates in ENL 96."
1737,441,Mali,Banambani,12.8,-8.05,20/07/1997 00:00,,Anopheles,1,,,N/A,1,1,1,1,0,,1,,1,13,,,2,,1,,1000,asymmetric,41,eccentric,1002,,24,0.02,,53400,,,0.97,,,,,,0,"Assuming capture method same as ENL 96, cited; Pop2:  Fisher and Ford method. Specific dates not given so guessing from dates in ENL 96."
1753,727,United States of America,Vermilion Parish (9 km south of Erath - Louisiana),29.875,-92.030556,08/05/1980 00:00,,Culex,69,,,N/A,1,2,2,0,0,,1,,1,34,,,1,2,1,2,1500,symmetric,22,centric,3800,,6,1.58E-03,,,,,,,,,,,1,Assuming all released were females.
1753,729,United States of America,Vermilion Parish (9 km south of Erath - Louisiana),29.875,-92.030556,07/05/1981 00:00,,Culex,69,,,N/A,1,2,2,0,0,,1,,1,34,,,1,2,0,1,3000,symmetric,22,centric,18260,,7,3.83E-04,,,,,,,,,,,0,Assuming all released were females.
1753,728,United States of America,Vermilion Parish (9 km south of Erath - Louisiana),29.875,-92.030556,19/06/1980 00:00,,Culex,69,,,N/A,1,2,2,0,0,,1,,1,34,,,1,1,0,0,3000,symmetric,23,centric,3600,,0,0,,,,,,,,,,,0,
1994,670,Pakistan,Khano-Harni,31.318333,74.4125,10/09/1978 00:00,,Anopheles,35,,,N/A,1,1,4,0,1,,1,,1,13,8,9,5,9,1,9,100,asymmetric,,eccentric,2119,,134,0.06,4478,5631,4197,,,,,,,,1,Pop1 Modified Bailey's Lincoln; Pop2 Ito's Jackson; Pop3 modified Jackson. Trap range is an estimate based on figure with no scale shown.
2030,793,United States of America,Kramer's Woods,41.77088,-86.281416,01/07/1975 00:00,,Aedes,61,,,Rel-rec within Kramer's - Yellow-marked,1,2,2,0,0,,1,11,1,12,,,1,,,,60,asymmetric,4,eccentric,31,,12,0.38,,,,,,,,,,,0,Recaptured at release point + 3 collection sites conforming isosceles triangle of ~60m a side.
2030,792,United States of America,Kramer's Woods,41.77088,-86.281416,01/07/1975 00:00,,Aedes,61,,,Rel-rec within Kramer's - Green-marked,1,2,2,0,0,,1,11,1,12,,,1,,,,60,asymmetric,4,eccentric,55,,13,0.23,,,,,,,,,,,0,Recaptured at release point + 3 collection sites conforming isosceles triangle of ~60m a side.
2030,791,United States of America,Kramer's Woods,41.77088,-86.281416,01/07/1975 00:00,,Aedes,61,,,Rel-rec within Kramer's - Red-marked,1,2,2,0,0,,1,11,1,12,,,1,,,,60,asymmetric,4,eccentric,42,,14,0.33,,,,,,,,,,,0,Recaptured at release point + 3 collection sites conforming isosceles triangle of ~60m a side.
2030,790,United States of America,Kramer's Woods,41.77088,-86.281416,01/07/1975 00:00,,Aedes,61,,,Released at Shively's,1,2,2,0,0,,1,11,1,12,,,1,,,,300,asymmetric,5,eccentric,52,,1,0.01,,,,,,,,,,,0,
2030,696,United States of America,Kramer's Woods,41.77088,-86.281416,01/07/1975 00:00,,Aedes,61,,,Released at Kramer's,1,2,2,0,0,,1,11,1,12,,,1,,,,300,asymmetric,5,eccentric,1483,,444,0.29,,,,,,,,,,,0,"There are 3 more MRR studies in this reference but not very clear how to abstract results, so weren't entered."
2047,465,United States of America,Coachella Valley,33.7666873,-116.3591772,16/03/2004 00:00,,Culex,6,,,Core zone trap pre-spray,1,2,2,0,0,,1,,1,7,,,1,2,1,2,1600,symmetric,16,centric,3378,,96,0.02,,,,,,,,,,,1,Total recaptured doesn't match Figure 8 bar graphs. I have corrected this assuming Figure 8 is correct.
2047,464,United States of America,Coachella Valley,33.7666873,-116.3591772,16/03/2004 00:00,,Culex,6,,,Control zone trap E pre-spray,1,2,2,0,0,,1,,1,7,,,1,2,1,2,1600,symmetric,16,centric,4653,,73,0.01,,,,,,,,,,,1,Total recaptured doesn't match Figure 8 bar graphs. I have corrected this assuming Figure 8 is correct.
2047,798,United States of America,Coachella Valley,33.7666873,-116.3591772,24/03/2004 00:00,,Culex,6,,,Core zone trap post-spray,1,2,2,0,0,,1,,1,7,,,1,2,1,2,1600,symmetric,16,centric,4083,,32,7.84E-03,,,,,,,,,,,1,Total recaptured doesn't match Figure 8 bar graphs. I have corrected this assuming Figure 8 is correct.
2047,797,United States of America,Coachella Valley,33.7666873,-116.3591772,24/03/2004 00:00,,Culex,6,,,Control zone trap post-spray,1,2,2,0,0,,1,,1,7,,,1,2,1,2,1600,symmetric,16,centric,3983,,50,0.01,,,,,,,,,,,1,
2064,504,El Salvador,Lake Apastepeque,13.683333,-88.75,17/04/1972 00:00,,Anopheles,41,,,N/A,4,2,3,0,0,3,1,,2,12,9,,1,2,1,2,,,,,4552,389,51,0.01,,,,,,,,,,,0,No real description of the study site in accompanying papers either.
2064,503,El Salvador,Lake Apastepeque,13.683333,-88.75,03/04/1972 00:00,,Anopheles,41,,,N/A,4,2,3,0,0,3,1,,2,12,9,,1,2,1,2,,,,,3460,348,44,0.01,,,,,,,,,,,0,No real description of the study site in accompanying papers either.
2073,806,Kenya,Kwa Dena,-3.933333,39.566667,14/02/1974 00:00,,Aedes,2,,,Experiment IX - released  400m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,400,symmetric,14,centric,790,,6,7.59E-03,,,,,,,,,,,0,
2073,365,Kenya,Kwa Dena,-3.933333,39.566667,05/02/1974 00:00,,Aedes,2,,,Experiment VIII - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,198,,61,0.3,,,,,,,,,,,0,
2073,363,Kenya,Kwa Dena,-3.933333,39.566667,11/01/1974 00:00,,Aedes,2,,,Experiment VI - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,179,,64,0.35,,,,,,,,,,,0,
2073,362,Kenya,Kwa Dena,-3.933333,39.566667,29/12/1973 00:00,,Aedes,2,,,Experiment V - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,100,,21,0.21,,,,,,,,,,,0,
2073,361,Kenya,Kwa Dena,-3.933333,39.566667,12/12/1973 00:00,,Aedes,2,,,Experiment IV - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,160,,51,0.31,,,,,,,,,,,0,
2073,360,Kenya,Kwa Dena,-3.933333,39.566667,01/12/1973 00:00,,Aedes,2,,,Experiment III - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,79,,19,0.24,,,,,,,,,,,0,
2073,359,Kenya,Kwa Dena,-3.933333,39.566667,16/11/1973 00:00,,Aedes,2,,,Experiment II - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,93,,30,0.32,,,,,,,,,,,0,
2073,358,Kenya,Kwa Dena,-3.933333,39.566667,09/11/1973 00:00,,Aedes,2,,,Experiment I - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,97,,20,0.2,,,,,,,,,,,0,
2073,364,Kenya,Kwa Dena,-3.933333,39.566667,28/01/1974 00:00,,Aedes,2,,,Experiment VII - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,149,,55,0.36,,,,,,,,,,,0,
2073,807,Kenya,Kwa Dena,-3.933333,39.566667,28/01/1974 00:00,,Aedes,2,,,Experiment VII - released  800m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,800,symmetric,14,centric,572,,2,3.50E-03,,,,,,,,,,,0,
2073,366,Kenya,Kwa Dena,-3.933333,39.566667,14/02/1974 00:00,,Aedes,2,,,Experiment IX - released within village,4,3,1,0,0,0,1,,2,12,,,1,7,1,7,50,symmetric,14,centric,196,,69,0.35,,,,,,,,,,,0,
2073,805,Kenya,Kwa Dena,-3.933333,39.566667,11/01/1974 00:00,,Aedes,2,,,Experiment VI - released  400m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,400,symmetric,14,centric,708,,15,0.02,,,,,,,,,,,0,
2073,803,Kenya,Kwa Dena,-3.933333,39.566667,09/11/1973 00:00,,Aedes,2,,,Experiment I - released 400m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,400,symmetric,14,centric,392,,5,0.01,,,,,,,,,,,0,
2073,802,Kenya,Kwa Dena,-3.933333,39.566667,29/12/1973 00:00,,Aedes,2,,,Experiment V - released 200m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,200,symmetric,14,centric,396,,36,0.09,,,,,,,,,,,0,
2073,800,Kenya,Kwa Dena,-3.933333,39.566667,16/11/1973 00:00,,Aedes,2,,,Experiment II - released 200m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,200,symmetric,14,centric,371,,46,0.12,,,,,,,,,,,0,
2073,799,Kenya,Kwa Dena,-3.933333,39.566667,09/11/1973 00:00,,Aedes,2,,,Experiment I - released 200m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,200,symmetric,14,centric,393,,37,0.09,,,,,,,,,,,0,
2073,804,Kenya,Kwa Dena,-3.933333,39.566667,16/11/1973 00:00,,Aedes,2,,,Experiment II - released 400m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,400,symmetric,14,centric,370,,12,0.03,,,,,,,,,,,0,
2073,801,Kenya,Kwa Dena,-3.933333,39.566667,12/12/1973 00:00,,Aedes,2,,,Experiment IV - released 200m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,200,symmetric,14,centric,633,,86,0.13,,,,,,,,,,,0,
2073,808,Kenya,Kwa Dena,-3.933333,39.566667,05/02/1974 00:00,,Aedes,2,,,Experiment VIII - released  800m,4,2,1,0,0,0,1,,2,12,,,1,7,1,7,800,symmetric,14,centric,788,,1,1.27E-03,,,,,,,,,,,0,
2110,353,Thailand,Ban Pang Mai Daeng,14.3,98.2,01/11/1983 00:00,,Anopheles,15,,,Experiment I - human bait fed,1,2,2,1,0,,1,,1,12,9,,1,,,,150,asymmetric,5,eccentric,578,,14,0.02,,,,,,,,,,,0,
2110,809,Thailand,Ban Pang Mai Daeng,14.3,98.2,01/11/1983 00:00,,Anopheles,15,,,Experiment I - human bait unfed,1,2,2,0,0,,1,,1,12,9,,1,,,,150,asymmetric,5,eccentric,501,,0,0,,,,,,,,,,,0,
2110,810,Thailand,Ban Pang Mai Daeng,14.3,98.2,01/11/1983 00:00,,Anopheles,15,,,Experiment I - bovid bait fed,1,2,2,1,0,,1,,1,12,9,,1,,,,150,asymmetric,5,eccentric,1131,,7,6.19E-03,,,,,,,,,,,0,
2110,811,Thailand,Ban Pang Mai Daeng,14.3,98.2,01/11/1983 00:00,,Anopheles,15,,,Experiment I - bovid bait unfed,1,2,2,0,0,,1,,1,12,9,,1,,,,150,asymmetric,5,eccentric,134,,4,0.02,,,,,,,,,,,0,
2135,443,United States of America,Poso West,35.296,-118.6833,19/04/1976 00:00,,Culex,6,,,N/A,2,2,2,0,1,2,1,,1,34,33,,1,3,0,2,400,symmetric,41,centric,67,53,0,0,,,,,,,,,,,0,
2135,444,United States of America,Poso West,35.296,-118.6833,10/05/1976 00:00,,Culex,6,,,N/A,2,2,2,0,1,2,1,,1,34,33,,1,5,0,4,400,symmetric,41,centric,85,978,2,0.02,,,,,,,,,,,0,
2135,445,United States of America,Poso West,35.296,-118.6833,07/06/1976 00:00,,Culex,6,,,N/A,2,2,2,0,1,2,1,,1,34,33,,1,10,0,9,400,symmetric,41,centric,1500,61814,105,0.07,,,,,,,,,,,1,"Daily recapture data corresponds to recaptures done using CO2 light traps only, hence the slight difference in some of the totals."
2135,446,United States of America,Poso West,35.296,-118.6833,12/07/1976 00:00,,Culex,6,,,N/A,2,2,2,0,1,2,1,,1,34,33,,1,10,0,9,400,symmetric,41,centric,2250,19005,100,0.04,,,,,,,,,,,1,"Daily recapture data corresponds to recaptures done using CO2 light traps only, hence the slight difference in some of the totals."
2135,447,United States of America,Poso West,35.296,-118.6833,09/08/1976 00:00,,Culex,6,,,N/A,2,2,2,0,1,2,1,,1,34,33,,1,10,0,9,400,symmetric,41,centric,3000,18367,201,0.06,,,,,,,,,,,1,"Daily recapture data corresponds to recaptures done using CO2 light traps only, hence the slight difference in some of the totals."
2135,449,United States of America,Poso West,35.296,-118.6833,07/06/1976 00:00,,Culex,6,,,N/A,1,2,2,0,0,,1,,1,34,33,,1,10,0,9,400,symmetric,41,centric,1947,61814,206,0.1,154892,,,,,,,,,,1,"Daily recapture data corresponds to recaptures done using CO2 light traps only, hence the slight difference in some of the totals."
2135,448,United States of America,Poso West,35.296,-118.6833,13/09/1976 00:00,,Culex,6,,,N/A,2,2,2,0,1,2,1,,1,34,33,,1,10,0,9,400,symmetric,41,centric,1710,10785,84,0.04,,,,,,,,,,,1,"Daily recapture data corresponds to recaptures done using CO2 light traps only, hence the slight difference in some of the totals."
2135,450,United States of America,Poso West,35.296,-118.6833,12/07/1976 00:00,,Culex,6,,,N/A,1,2,2,0,0,,1,,1,34,33,,1,10,0,9,400,symmetric,41,centric,535,19005,42,0.07,68475,,,,,,,,,,1,"Daily recapture data corresponds to recaptures done using CO2 light traps only, hence the slight difference in some of the totals."
2135,452,United States of America,Poso West,35.296,-118.6833,13/09/1976 00:00,,Culex,6,,,N/A,1,2,2,0,0,,1,,1,34,33,,1,10,0,9,400,symmetric,41,centric,500,10785,54,0.1,52836,,,,,,,,,,1,"Daily recapture data corresponds to recaptures done using CO2 light traps only, hence the slight difference in some of the totals."
2135,451,United States of America,Poso West,35.296,-118.6833,09/08/1976 00:00,,Culex,6,,,N/A,1,2,2,0,0,,1,,1,34,33,,1,10,0,9,400,symmetric,41,centric,499,18367,73,0.14,56448,,,,,,,,,,1,"Daily recapture data corresponds to recaptures done using CO2 light traps only, hence the slight difference in some of the totals."
2214,674,Pakistan,Kot Baghicha,31.168056,73.859722,01/05/1980 00:00,,Anopheles,5,,,N/A,1,1,1,0,0,,1,,2,19,15,,5,9,,9,950,symmetric,8,centric,938,,113,0.12,,,,,0.601,,103.5,,3100,,0,Mouth aspirator.
